group,seed,k_pct,auprc,auroc,recall,precision,yield
extended,seed42,1,0.9866004987148658,0.9942778482050065,0.0368763557483731,1.0,1.0
extended,seed42,5,0.9866004987148658,0.9942778482050065,0.18492407809110628,1.0,1.0
extended,seed42,10,0.9866004987148658,0.9942778482050065,0.36984815618221256,1.0,1.0
extended,seed3407,1,0.987939481032991,0.994761841655565,0.0368763557483731,1.0,1.0
extended,seed3407,5,0.987939481032991,0.994761841655565,0.18492407809110628,1.0,1.0
extended,seed3407,10,0.987939481032991,0.994761841655565,0.36984815618221256,1.0,1.0
extended,seed1234,1,0.9845924077724896,0.9933122589296303,0.0368763557483731,1.0,1.0
extended,seed1234,5,0.9845924077724896,0.9933122589296303,0.18492407809110628,1.0,1.0
extended,seed1234,10,0.9845924077724896,0.9933122589296303,0.36984815618221256,1.0,1.0
