group,seed,k_pct,auprc,auroc,recall,precision,yield
conservative,seed42,1,0.7501292894985525,0.9870811935832045,0.3370165745856354,0.8970588235294118,0.8970588235294118
conservative,seed42,5,0.7501292894985525,0.9870811935832045,0.8287292817679558,0.4398826979472141,0.4398826979472141
conservative,seed42,10,0.7501292894985525,0.9870811935832045,0.9723756906077348,0.25806451612903225,0.25806451612903225
conservative,seed3407,1,0.7739311933817276,0.9877810593521125,0.35359116022099446,0.9411764705882353,0.9411764705882353
conservative,seed3407,5,0.7739311933817276,0.9877810593521125,0.8342541436464088,0.44281524926686217,0.44281524926686217
conservative,seed3407,10,0.7739311933817276,0.9877810593521125,0.9834254143646409,0.26099706744868034,0.26099706744868034
conservative,seed1234,1,0.7207067769340607,0.9862997738959223,0.34806629834254144,0.9264705882352942,0.9264705882352942
conservative,seed1234,5,0.7207067769340607,0.9862997738959223,0.8176795580110497,0.4340175953079179,0.4340175953079179
conservative,seed1234,10,0.7207067769340607,0.9862997738959223,0.988950276243094,0.2624633431085044,0.2624633431085044
